"PUBLISHER_ID"	"PUBLISHER_NAME"	"PUBLISHER_SUMMARY"
"100655"	"শুভেচ্ছা প্রকাশনী"	
"100656"	"অনুষ্টুপ (ভারত)"	
"100657"	"সমন্বয় প্রকাশন"	
"100658"	"কোয়ান্টাম ফাউন্ডেশন"	
"100659"	"নাহার বুক হাউস"	
"100660"	"ফ্যুজন বুক্স"	
"100661"	"নিউ ইগল ভিডিও"	
"100662"	"আবির প্রকাশন"	
"100663"	"অনুপম"	
"100664"	"সিডি চয়েজ"	
"100665"	"ডেডলাইন মিউজিক"	
"100666"	"সোনালী প্রোডাক্টস্‌"	
"100667"	"সুরাঞ্জলি অডিও এন্ড ভিসিডি সেন্টার"	
"100668"	"সি.এম.ভি"	
"100669"	"গীতালী প্রিজেন্টস"	
"100670"	"ইমপ্রেস অডিও ভিশন"	
"100671"	"অ্যাপলে কমিউনিকেশস প্রিজেন্টস"	
"100672"	"এটিএন মিউজিক"	
"100673"	"সংগীতা"	
